"Notes","Occurrence State","Occurrence State Code","Year","Year Code","MCD - ICD Chapter","MCD - ICD Chapter Code",Deaths,Population,Crude Rate
,"Alaska","02","2022","2022","Certain conditions originating in the perinatal period","P00-P96",29,Not Applicable,Not Applicable
,"Alaska","02","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",28,Not Applicable,Not Applicable
,"Alaska","02","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",980,Not Applicable,Not Applicable
,"Alaska","02","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",1000,Not Applicable,Not Applicable
,"Alaska","02","2022","2022","Codes for special purposes","U00-U99",330,Not Applicable,Not Applicable
,"Alaska","02","2022","2022","External causes of morbidity and mortality","V01-Y89",1034,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Certain infectious and parasitic diseases","A00-B99",500,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Neoplasms","C00-D48",1158,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",153,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",991,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Mental and behavioural disorders","F01-F99",1556,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Diseases of the nervous system","G00-G98",588,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Diseases of the circulatory system","I00-I99",2646,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Diseases of the respiratory system","J00-J98",1210,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Diseases of the digestive system","K00-K92",648,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Diseases of the skin and subcutaneous tissue","L00-L98",51,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Diseases of the musculoskeletal system and connective tissue","M00-M99",122,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Diseases of the genitourinary system","N00-N99",480,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Certain conditions originating in the perinatal period","P00-P96",31,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",46,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",944,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Injury, poisoning and certain other consequences of external causes","S00-T98",1165,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","Codes for special purposes","U00-U99",101,Not Applicable,Not Applicable
,"Alaska","02","2023","2023","External causes of morbidity and mortality","V01-Y89",1199,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Certain infectious and parasitic diseases","A00-B99",430,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Neoplasms","C00-D48",1214,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",146,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Endocrine, nutritional and metabolic diseases","E00-E89",1007,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Mental and behavioural disorders","F01-F99",1539,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Diseases of the nervous system","G00-G98",557,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Diseases of the circulatory system","I00-I99",2511,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Diseases of the respiratory system","J00-J98",1180,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Diseases of the digestive system","K00-K92",557,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Diseases of the skin and subcutaneous tissue","L00-L98",95,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Diseases of the musculoskeletal system and connective tissue","M00-M99",131,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Diseases of the genitourinary system","N00-N99",413,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Certain conditions originating in the perinatal period","P00-P96",20,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",38,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1015,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Injury, poisoning and certain other consequences of external causes","S00-T98",1129,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","Codes for special purposes","U00-U99",74,Not Applicable,Not Applicable
,"Alaska","02","2024 (provisional)","2024","External causes of morbidity and mortality","V01-Y89",1151,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Certain infectious and parasitic diseases","A00-B99",268,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Neoplasms","C00-D48",786,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",80,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E89",717,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99",1090,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98",395,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99",1759,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Diseases of the respiratory system","J00-J98",770,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Diseases of the digestive system","K00-K92",367,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Diseases of the skin and subcutaneous tissue","L00-L98",42,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Diseases of the musculoskeletal system and connective tissue","M00-M99",77,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Diseases of the genitourinary system","N00-N99",288,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Certain conditions originating in the perinatal period","P00-P96",16,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",27,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",618,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Injury, poisoning and certain other consequences of external causes","S00-T98",570,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Codes for special purposes","U00-U99",20,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","External causes of morbidity and mortality","V01-Y89",303,Not Applicable,Not Applicable
,"Alaska","02","2025 (provisional and partial)","2025","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",398,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Certain infectious and parasitic diseases","A00-B99",3889,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Neoplasms","C00-D48",13807,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1320,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E89",9749,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Mental and behavioural disorders","F01-F99",13009,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Diseases of the nervous system","G00-G98",7747,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Diseases of the eye and adnexa","H00-H59",42,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Diseases of the ear and mastoid process","H60-H95",10,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Diseases of the circulatory system","I00-I99",30141,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Diseases of the respiratory system","J00-J98",14903,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Diseases of the digestive system","K00-K92",4706,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98",453,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99",1066,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Diseases of the genitourinary system","N00-N99",4290,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99",40,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Certain conditions originating in the perinatal period","P00-P96",309,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",335,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",10089,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","Injury, poisoning and certain other consequences of external causes","S00-T98",7274,Not Applicable,Not Applicable
,"Arizona","04","2018","2018","External causes of morbidity and mortality","V01-Y89",7722,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Certain infectious and parasitic diseases","A00-B99",3591,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Neoplasms","C00-D48",14271,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1337,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E89",10420,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Mental and behavioural disorders","F01-F99",13128,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Diseases of the nervous system","G00-G98",8073,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Diseases of the eye and adnexa","H00-H59",35,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Diseases of the ear and mastoid process","H60-H95",14,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Diseases of the circulatory system","I00-I99",30264,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Diseases of the respiratory system","J00-J98",14236,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Diseases of the digestive system","K00-K92",4773,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",429,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",974,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Diseases of the genitourinary system","N00-N99",4507,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Pregnancy, childbirth and the puerperium","O00-O99",57,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Certain conditions originating in the perinatal period","P00-P96",248,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",309,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",10178,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",7646,Not Applicable,Not Applicable
,"Arizona","04","2019","2019","External causes of morbidity and mortality","V01-Y89",8260,Not Applicable,Not Applicable
