"Notes","Residence 2013 Urbanization","Residence 2013 Urbanization Code","Year","Year Code","UCD - ICD Chapter","UCD - ICD Chapter Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"Large Central Metro","1","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",71,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","White","2106-3",11095,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","More than one race","M",133,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","American Indian or Alaska Native","1002-5",91,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Asian","A",1185,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Black or African American","2054-5",4486,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",59,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","White","2106-3",13244,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","More than one race","M",133,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","American Indian or Alaska Native","1002-5",43,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","Asian","A",690,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","Black or African American","2054-5",3096,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",18,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","White","2106-3",14352,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","More than one race","M",74,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","American Indian or Alaska Native","1002-5",54,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","Asian","A",488,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","Black or African American","2054-5",2261,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",16,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","White","2106-3",9460,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","More than one race","M",61,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the nervous system","G00-G98","Female","F","American Indian or Alaska Native","1002-5",80,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the nervous system","G00-G98","Female","F","Asian","A",1883,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the nervous system","G00-G98","Female","F","Black or African American","2054-5",4693,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the nervous system","G00-G98","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",32,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the nervous system","G00-G98","Female","F","White","2106-3",29472,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the nervous system","G00-G98","Female","F","More than one race","M",171,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the nervous system","G00-G98","Male","M","American Indian or Alaska Native","1002-5",40,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the nervous system","G00-G98","Male","M","Asian","A",1287,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the nervous system","G00-G98","Male","M","Black or African American","2054-5",3093,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the nervous system","G00-G98","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",29,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the nervous system","G00-G98","Male","M","White","2106-3",19813,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the nervous system","G00-G98","Male","M","More than one race","M",109,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","American Indian or Alaska Native","1002-5",269,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","Asian","A",6208,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","Black or African American","2054-5",25096,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",187,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","White","2106-3",80372,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","More than one race","M",540,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","American Indian or Alaska Native","1002-5",354,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","Asian","A",6776,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","Black or African American","2054-5",25956,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",284,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","White","2106-3",86170,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","More than one race","M",619,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","American Indian or Alaska Native","1002-5",94,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","Asian","A",1306,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","Black or African American","2054-5",5307,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",44,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","White","2106-3",24688,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","More than one race","M",135,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","American Indian or Alaska Native","1002-5",109,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","Asian","A",1639,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","Black or African American","2054-5",4881,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",49,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","White","2106-3",22481,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","More than one race","M",153,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the digestive system","K00-K92","Female","F","American Indian or Alaska Native","1002-5",132,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the digestive system","K00-K92","Female","F","Asian","A",495,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the digestive system","K00-K92","Female","F","Black or African American","2054-5",2183,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the digestive system","K00-K92","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",15,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the digestive system","K00-K92","Female","F","White","2106-3",9605,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the digestive system","K00-K92","Female","F","More than one race","M",96,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the digestive system","K00-K92","Male","M","American Indian or Alaska Native","1002-5",114,Not Available,Not Available
,"Large Central Metro","1","2019","2019","Diseases of the digestive system","K00-K92","Male","M","Asian","A",624,Not Available,Not Available
